State;Filed week ended;Initial Claims;Reflecting Week Ended;Continued Claims;Covered Employment;Insured Unemployment Rate
South Dakota;01/05/2019;354;12/29/2018;2,777;412,446;0.67
South Dakota;01/12/2019;548;01/05/2019;3,022;413,159;0.73
South Dakota;01/19/2019;331;01/12/2019;3,085;413,159;0.75
South Dakota;01/26/2019;274;01/19/2019;3,140;413,159;0.76
South Dakota;02/02/2019;318;01/26/2019;3,283;413,159;0.79
South Dakota;02/09/2019;334;02/02/2019;3,375;413,159;0.82
South Dakota;02/16/2019;280;02/09/2019;3,352;413,159;0.81
South Dakota;02/23/2019;239;02/16/2019;3,401;413,159;0.82
South Dakota;03/02/2019;221;02/23/2019;3,346;413,159;0.81
South Dakota;03/09/2019;214;03/02/2019;3,421;413,159;0.83
South Dakota;03/16/2019;143;03/09/2019;3,312;413,159;0.80
South Dakota;03/23/2019;171;03/16/2019;3,249;413,159;0.79
South Dakota;03/30/2019;149;03/23/2019;2,922;413,159;0.71
South Dakota;04/06/2019;143;03/30/2019;2,666;413,159;0.65
South Dakota;04/13/2019;81;04/06/2019;2,127;414,529;0.51
South Dakota;04/20/2019;179;04/13/2019;1,955;414,529;0.47
South Dakota;04/27/2019;126;04/20/2019;1,673;414,529;0.40
South Dakota;05/04/2019;167;04/27/2019;1,359;414,529;0.33
South Dakota;05/11/2019;187;05/04/2019;1,183;414,529;0.29
South Dakota;05/18/2019;164;05/11/2019;1,114;414,529;0.27
South Dakota;05/25/2019;280;05/18/2019;1,050;414,529;0.25
South Dakota;06/01/2019;205;05/25/2019;1,117;414,529;0.27
South Dakota;06/08/2019;208;06/01/2019;1,183;414,529;0.29
South Dakota;06/15/2019;204;06/08/2019;1,017;414,529;0.25
South Dakota;06/22/2019;157;06/15/2019;1,041;414,529;0.25
South Dakota;06/29/2019;180;06/22/2019;1,044;414,529;0.25
South Dakota;07/06/2019;152;06/29/2019;967;414,529;0.23
South Dakota;07/13/2019;204;07/06/2019;1,195;415,624;0.29
South Dakota;07/20/2019;204;07/13/2019;1,117;415,624;0.27
South Dakota;07/27/2019;150;07/20/2019;1,174;415,624;0.28
South Dakota;08/03/2019;136;07/27/2019;1,137;415,624;0.27
South Dakota;08/10/2019;134;08/03/2019;1,084;415,624;0.26
South Dakota;08/17/2019;158;08/10/2019;1,090;415,624;0.26
South Dakota;08/24/2019;144;08/17/2019;1,038;415,624;0.25
South Dakota;08/31/2019;122;08/24/2019;876;415,624;0.21
South Dakota;09/07/2019;103;08/31/2019;812;415,624;0.20
South Dakota;09/14/2019;151;09/07/2019;825;415,624;0.20
South Dakota;09/21/2019;124;09/14/2019;846;415,624;0.20
South Dakota;09/28/2019;147;09/21/2019;804;415,624;0.19
South Dakota;10/05/2019;185;09/28/2019;804;415,624;0.19
South Dakota;10/12/2019;156;10/05/2019;785;416,296;0.19
South Dakota;10/19/2019;174;10/12/2019;792;416,296;0.19
South Dakota;10/26/2019;206;10/19/2019;856;416,296;0.21
South Dakota;11/02/2019;273;10/26/2019;863;416,296;0.21
South Dakota;11/09/2019;318;11/02/2019;944;416,296;0.23
South Dakota;11/16/2019;406;11/09/2019;1,105;416,296;0.27
South Dakota;11/23/2019;359;11/16/2019;1,294;416,296;0.31
South Dakota;11/30/2019;328;11/23/2019;1,402;416,296;0.34
South Dakota;12/07/2019;630;11/30/2019;1,717;416,296;0.41
South Dakota;12/14/2019;529;12/07/2019;2,019;416,296;0.48
South Dakota;12/21/2019;489;12/14/2019;2,361;416,296;0.57
South Dakota;12/28/2019;241;12/21/2019;2,416;416,296;0.58
South Dakota;01/04/2020;398;12/28/2019;2,798;416,296;0.67
South Dakota;01/11/2020;468;01/04/2020;2,970;417,030;0.71
South Dakota;01/18/2020;338;01/11/2020;2,995;417,030;0.72
South Dakota;01/25/2020;291;01/18/2020;3,071;417,030;0.74
South Dakota;02/01/2020;217;01/25/2020;3,155;417,030;0.76
South Dakota;02/08/2020;223;02/01/2020;3,117;417,030;0.75
South Dakota;02/15/2020;194;02/08/2020;3,196;417,030;0.77
South Dakota;02/22/2020;191;02/15/2020;3,164;417,030;0.76
South Dakota;02/29/2020;159;02/22/2020;3,116;417,030;0.75
South Dakota;03/07/2020;185;02/29/2020;3,059;417,030;0.73
South Dakota;03/14/2020;190;03/07/2020;2,870;417,030;0.69
South Dakota;03/21/2020;1,761;03/14/2020;2,674;417,030;0.64
South Dakota;03/28/2020;6,801;03/21/2020;3,538;417,030;0.85
South Dakota;04/04/2020;8,138;03/28/2020;7,568;417,030;1.81
South Dakota;04/11/2020;6,359;04/04/2020;14,431;417,997;3.45
South Dakota;04/18/2020;5,295;04/11/2020;19,664;417,997;4.70
South Dakota;04/25/2020;5,535;04/18/2020;22,707;417,997;5.43
South Dakota;05/02/2020;3,929;04/25/2020;23,791;417,997;5.69
South Dakota;05/09/2020;5,269;05/02/2020;23,388;417,997;5.60
South Dakota;05/16/2020;3,891;05/09/2020;25,186;417,997;6.03
South Dakota;05/23/2020;3,471;05/16/2020;22,454;417,997;5.37
South Dakota;05/30/2020;1,498;05/23/2020;19,629;417,997;4.70
South Dakota;06/06/2020;880;05/30/2020;20,573;417,997;4.92
South Dakota;06/13/2020;1,065;06/06/2020;18,649;417,997;4.46
Tennessee;01/05/2019;3,465;12/29/2018;21,362;3,198,199;0.67
Tennessee;01/12/2019;3,898;01/05/2019;20,964;3,209,282;0.65
Tennessee;01/19/2019;2,859;01/12/2019;20,313;3,209,282;0.63
Tennessee;01/26/2019;2,392;01/19/2019;20,121;3,209,282;0.63
Tennessee;02/02/2019;2,463;01/26/2019;20,243;3,209,282;0.63
Tennessee;02/09/2019;2,252;02/02/2019;20,014;3,209,282;0.62
Tennessee;02/16/2019;2,133;02/09/2019;19,790;3,209,282;0.62
Tennessee;02/23/2019;2,129;02/16/2019;19,576;3,209,282;0.61
Tennessee;03/02/2019;2,136;02/23/2019;20,041;3,209,282;0.62
Tennessee;03/09/2019;2,027;03/02/2019;19,103;3,209,282;0.60
Tennessee;03/16/2019;2,248;03/09/2019;18,153;3,209,282;0.57
Tennessee;03/23/2019;2,367;03/16/2019;17,699;3,209,282;0.55
Tennessee;03/30/2019;2,485;03/23/2019;17,614;3,209,282;0.55
Tennessee;04/06/2019;4,318;03/30/2019;16,781;3,209,282;0.52
Tennessee;04/13/2019;2,164;04/06/2019;17,942;3,222,597;0.56
Tennessee;04/20/2019;1,961;04/13/2019;15,172;3,222,597;0.47
Tennessee;04/27/2019;2,106;04/20/2019;14,715;3,222,597;0.46
Tennessee;05/04/2019;2,154;04/27/2019;15,562;3,222,597;0.48
Tennessee;05/11/2019;2,421;05/04/2019;14,554;3,222,597;0.45
Tennessee;05/18/2019;2,546;05/11/2019;15,247;3,222,597;0.47
Tennessee;05/25/2019;2,977;05/18/2019;15,825;3,222,597;0.49
Tennessee;06/01/2019;3,865;05/25/2019;16,966;3,222,597;0.53
Tennessee;06/08/2019;2,889;06/01/2019;18,681;3,222,597;0.58
Tennessee;06/15/2019;2,363;06/08/2019;19,297;3,222,597;0.60
Tennessee;06/22/2019;2,323;06/15/2019;19,459;3,222,597;0.60
Tennessee;06/29/2019;2,904;06/22/2019;20,118;3,222,597;0.62
Tennessee;07/06/2019;2,995;06/29/2019;20,367;3,222,597;0.63
Tennessee;07/13/2019;2,706;07/06/2019;21,734;3,235,868;0.67
Tennessee;07/20/2019;2,233;07/13/2019;20,652;3,235,868;0.64
Tennessee;07/27/2019;2,198;07/20/2019;20,514;3,235,868;0.63
Tennessee;08/03/2019;2,282;07/27/2019;20,495;3,235,868;0.63
Tennessee;08/10/2019;1,997;08/03/2019;20,176;3,235,868;0.62
Tennessee;08/17/2019;1,893;08/10/2019;17,668;3,235,868;0.55
Tennessee;08/24/2019;1,994;08/17/2019;16,610;3,235,868;0.51
Tennessee;08/31/2019;2,221;08/24/2019;16,597;3,235,868;0.51
Tennessee;09/07/2019;2,124;08/31/2019;15,889;3,235,868;0.49
Tennessee;09/14/2019;2,104;09/07/2019;16,248;3,235,868;0.50
Tennessee;09/21/2019;3,295;09/14/2019;15,831;3,235,868;0.49
Tennessee;09/28/2019;2,924;09/21/2019;16,770;3,235,868;0.52
Tennessee;10/05/2019;2,880;09/28/2019;18,120;3,235,868;0.56
Tennessee;10/12/2019;3,186;10/05/2019;17,866;3,250,062;0.55
Tennessee;10/19/2019;3,046;10/12/2019;18,737;3,250,062;0.58
Tennessee;10/26/2019;2,270;10/19/2019;18,643;3,250,062;0.57
Tennessee;11/02/2019;2,161;10/26/2019;17,970;3,250,062;0.55
Tennessee;11/09/2019;2,481;11/02/2019;15,686;3,250,062;0.48
Tennessee;11/16/2019;2,159;11/09/2019;15,384;3,250,062;0.47
Tennessee;11/23/2019;2,161;11/16/2019;15,588;3,250,062;0.48
Tennessee;11/30/2019;2,034;11/23/2019;15,429;3,250,062;0.47
Tennessee;12/07/2019;3,310;11/30/2019;16,809;3,250,062;0.52
Tennessee;12/14/2019;2,476;12/07/2019;16,589;3,250,062;0.51
Tennessee;12/21/2019;3,253;12/14/2019;17,212;3,250,062;0.53
Tennessee;12/28/2019;4,590;12/21/2019;17,634;3,250,062;0.54
Tennessee;01/04/2020;3,084;12/28/2019;22,163;3,250,062;0.68
Tennessee;01/11/2020;3,711;01/04/2020;22,398;3,263,988;0.69
Tennessee;01/18/2020;3,093;01/11/2020;20,441;3,263,988;0.63
Tennessee;01/25/2020;2,484;01/18/2020;20,786;3,263,988;0.64
Tennessee;02/01/2020;2,362;01/25/2020;21,364;3,263,988;0.65
Tennessee;02/08/2020;2,161;02/01/2020;20,670;3,263,988;0.63
Tennessee;02/15/2020;2,140;02/08/2020;20,485;3,263,988;0.63
Tennessee;02/22/2020;1,855;02/15/2020;20,139;3,263,988;0.62
Tennessee;02/29/2020;2,014;02/22/2020;20,413;3,263,988;0.63
Tennessee;03/07/2020;2,032;02/29/2020;19,035;3,263,988;0.58
Tennessee;03/14/2020;2,702;03/07/2020;18,450;3,263,988;0.57
Tennessee;03/21/2020;38,077;03/14/2020;18,350;3,263,988;0.56
Tennessee;03/28/2020;92,500;03/21/2020;37,541;3,263,988;1.15
Tennessee;04/04/2020;112,186;03/28/2020;116,179;3,263,988;3.56
Tennessee;04/11/2020;71,887;04/04/2020;206,472;3,278,927;6.30
Tennessee;04/18/2020;67,226;04/11/2020;279,895;3,278,927;8.54
Tennessee;04/25/2020;42,805;04/18/2020;341,033;3,278,927;10.40
Tennessee;05/02/2020;36,323;04/25/2020;340,249;3,278,927;10.38
Tennessee;05/09/2020;28,377;05/02/2020;343,212;3,278,927;10.47
Tennessee;05/16/2020;27,990;05/09/2020;332,745;3,278,927;10.15
Tennessee;05/23/2020;25,439;05/16/2020;327,768;3,278,927;10.00
Tennessee;05/30/2020;22,255;05/23/2020;322,117;3,278,927;9.82
Tennessee;06/06/2020;20,908;05/30/2020;310,065;3,278,927;9.46
Tennessee;06/13/2020;19,413;06/06/2020;297,873;3,278,927;9.08
Texas;01/05/2019;12,905;12/29/2018;123,402;11,882,030;1.04
Texas;01/12/2019;20,493;01/05/2019;129,887;11,941,735;1.09
Texas;01/19/2019;17,453;01/12/2019;128,985;11,941,735;1.08
Texas;01/26/2019;12,479;01/19/2019;123,476;11,941,735;1.03
Texas;02/02/2019;14,161;01/26/2019;121,027;11,941,735;1.01
Texas;02/09/2019;13,526;02/02/2019;115,008;11,941,735;0.96
Texas;02/16/2019;12,388;02/09/2019;117,176;11,941,735;0.98
Texas;02/23/2019;11,766;02/16/2019;117,832;11,941,735;0.99
Texas;03/02/2019;12,099;02/23/2019;116,340;11,941,735;0.97
Texas;03/09/2019;12,760;03/02/2019;112,808;11,941,735;0.94
Texas;03/16/2019;11,580;03/09/2019;113,456;11,941,735;0.95
Texas;03/23/2019;14,382;03/16/2019;117,994;11,941,735;0.99
Texas;03/30/2019;12,327;03/23/2019;113,639;11,941,735;0.95
Texas;04/06/2019;13,093;03/30/2019;111,714;11,941,735;0.94
Texas;04/13/2019;13,868;04/06/2019;107,707;12,017,875;0.90
Texas;04/20/2019;11,439;04/13/2019;107,033;12,017,875;0.89
Texas;04/27/2019;12,084;04/20/2019;111,704;12,017,875;0.93
Texas;05/04/2019;12,748;04/27/2019;109,585;12,017,875;0.91
Texas;05/11/2019;12,959;05/04/2019;108,102;12,017,875;0.90
Texas;05/18/2019;13,807;05/11/2019;110,505;12,017,875;0.92
Texas;05/25/2019;14,355;05/18/2019;113,260;12,017,875;0.94
Texas;06/01/2019;12,773;05/25/2019;113,823;12,017,875;0.95
Texas;06/08/2019;15,186;06/01/2019;117,425;12,017,875;0.98
Texas;06/15/2019;15,081;06/08/2019;120,357;12,017,875;1.00
Texas;06/22/2019;14,494;06/15/2019;127,130;12,017,875;1.06
Texas;06/29/2019;13,655;06/22/2019;124,259;12,017,875;1.03
Texas;07/06/2019;11,598;06/29/2019;123,852;12,017,875;1.03
Texas;07/13/2019;16,144;07/06/2019;128,079;12,099,046;1.06
Texas;07/20/2019;12,958;07/13/2019;128,199;12,099,046;1.06
Texas;07/27/2019;12,265;07/20/2019;129,557;12,099,046;1.07
Texas;08/03/2019;12,915;07/27/2019;127,475;12,099,046;1.05
Texas;08/10/2019;12,816;08/03/2019;124,234;12,099,046;1.03
Texas;08/17/2019;11,694;08/10/2019;123,607;12,099,046;1.02
Texas;08/24/2019;12,619;08/17/2019;123,914;12,099,046;1.02
Texas;08/31/2019;13,048;08/24/2019;118,901;12,099,046;0.98
Texas;09/07/2019;11,500;08/31/2019;116,035;12,099,046;0.96
Texas;09/14/2019;12,273;09/07/2019;115,892;12,099,046;0.96
Texas;09/21/2019;12,440;09/14/2019;115,497;12,099,046;0.95
Texas;09/28/2019;12,691;09/21/2019;111,924;12,099,046;0.93
Texas;10/05/2019;14,146;09/28/2019;113,493;12,099,046;0.94
Texas;10/12/2019;14,342;10/05/2019;107,905;12,168,097;0.89
Texas;10/19/2019;13,058;10/12/2019;113,394;12,168,097;0.93
Texas;10/26/2019;13,183;10/19/2019;111,596;12,168,097;0.92
Texas;11/02/2019;13,861;10/26/2019;114,549;12,168,097;0.94
Texas;11/09/2019;16,393;11/02/2019;111,391;12,168,097;0.92
Texas;11/16/2019;14,335;11/09/2019;112,751;12,168,097;0.93
Texas;11/23/2019;16,139;11/16/2019;120,254;12,168,097;0.99
Texas;11/30/2019;10,359;11/23/2019;115,092;12,168,097;0.95
Texas;12/07/2019;20,649;11/30/2019;135,760;12,168,097;1.12
Texas;12/14/2019;15,037;12/07/2019;122,185;12,168,097;1.00
Texas;12/21/2019;12,589;12/14/2019;133,899;12,168,097;1.10
Texas;12/28/2019;8,947;12/21/2019;119,380;12,168,097;0.98
Texas;01/04/2020;12,367;12/28/2019;141,473;12,168,097;1.16
Texas;01/11/2020;21,902;01/04/2020;140,768;12,236,594;1.15
Texas;01/18/2020;15,783;01/11/2020;145,126;12,236,594;1.19
Texas;01/25/2020;13,070;01/18/2020;132,656;12,236,594;1.08
Texas;02/01/2020;13,818;01/25/2020;140,826;12,236,594;1.15
Texas;02/08/2020;13,869;02/01/2020;128,666;12,236,594;1.05
Texas;02/15/2020;12,790;02/08/2020;133,475;12,236,594;1.09
Texas;02/22/2020;12,047;02/15/2020;127,275;12,236,594;1.04
Texas;02/29/2020;12,692;02/22/2020;133,247;12,236,594;1.09
Texas;03/07/2020;14,355;02/29/2020;125,252;12,236,594;1.02
Texas;03/14/2020;16,176;03/07/2020;127,905;12,236,594;1.05
Texas;03/21/2020;155,426;03/14/2020;126,427;12,236,594;1.03
Texas;03/28/2020;276,185;03/21/2020;144,697;12,236,594;1.18
Texas;04/04/2020;315,167;03/28/2020;374,656;12,236,594;3.06
Texas;04/11/2020;274,257;04/04/2020;632,470;12,304,547;5.14
Texas;04/18/2020;280,761;04/11/2020;911,923;12,304,547;7.41
Texas;04/25/2020;254,084;04/18/2020;962,122;12,304,547;7.82
Texas;05/02/2020;243,935;04/25/2020;1,133,324;12,304,547;9.21
Texas;05/09/2020;141,553;05/02/2020;1,181,609;12,304,547;9.60
Texas;05/16/2020;134,065;05/09/2020;1,300,576;12,304,547;10.57
Texas;05/23/2020;127,717;05/16/2020;1,272,557;12,304,547;10.34
Texas;05/30/2020;106,677;05/23/2020;1,401,773;12,304,547;11.39
Texas;06/06/2020;89,676;05/30/2020;1,215,507;12,304,547;9.88
Texas;06/13/2020;94,723;06/06/2020;1,297,296;12,304,547;10.54
Utah;01/05/2019;1,679;12/29/2018;11,336;1,440,218;0.79
Utah;01/12/2019;1,810;01/05/2019;11,985;1,418,868;0.84
Utah;01/19/2019;1,484;01/12/2019;12,262;1,418,868;0.86
Utah;01/26/2019;1,229;01/19/2019;12,501;1,418,868;0.88
Utah;02/02/2019;1,164;01/26/2019;12,346;1,418,868;0.87
Utah;02/09/2019;1,179;02/02/2019;12,150;1,418,868;0.86
Utah;02/16/2019;1,134;02/09/2019;12,068;1,418,868;0.85
Utah;02/23/2019;1,018;02/16/2019;11,869;1,418,868;0.84
Utah;03/02/2019;946;02/23/2019;11,540;1,418,868;0.81
Utah;03/09/2019;980;03/02/2019;11,152;1,418,868;0.79
Utah;03/16/2019;914;03/09/2019;10,758;1,418,868;0.76
Utah;03/23/2019;873;03/16/2019;10,130;1,418,868;0.71
Utah;03/30/2019;855;03/23/2019;9,653;1,418,868;0.68
Utah;04/06/2019;1,026;03/30/2019;9,000;1,418,868;0.63
Utah;04/13/2019;1,364;04/06/2019;8,001;1,431,642;0.56
Utah;04/20/2019;1,103;04/13/2019;8,146;1,431,642;0.57
Utah;04/27/2019;1,006;04/20/2019;7,785;1,431,642;0.54
Utah;05/04/2019;927;04/27/2019;7,362;1,431,642;0.51
Utah;05/11/2019;923;05/04/2019;7,084;1,431,642;0.49
Utah;05/18/2019;898;05/11/2019;6,906;1,431,642;0.48
Utah;05/25/2019;1,053;05/18/2019;6,854;1,431,642;0.48
Utah;06/01/2019;918;05/25/2019;6,778;1,431,642;0.47
Utah;06/08/2019;993;06/01/2019;6,723;1,431,642;0.47
Utah;06/15/2019;885;06/08/2019;6,653;1,431,642;0.46
Utah;06/22/2019;918;06/15/2019;6,832;1,431,642;0.48
Utah;06/29/2019;957;06/22/2019;6,676;1,431,642;0.47
Utah;07/06/2019;861;06/29/2019;6,550;1,431,642;0.46
Utah;07/13/2019;949;07/06/2019;6,712;1,443,356;0.47
Utah;07/20/2019;834;07/13/2019;6,566;1,443,356;0.45
Utah;07/27/2019;758;07/20/2019;6,649;1,443,356;0.46
Utah;08/03/2019;842;07/27/2019;6,502;1,443,356;0.45
Utah;08/10/2019;882;08/03/2019;6,489;1,443,356;0.45
Utah;08/17/2019;826;08/10/2019;6,360;1,443,356;0.44
Utah;08/24/2019;850;08/17/2019;6,282;1,443,356;0.44
Utah;08/31/2019;821;08/24/2019;5,965;1,443,356;0.41
Utah;09/07/2019;822;08/31/2019;5,897;1,443,356;0.41
Utah;09/14/2019;892;09/07/2019;5,754;1,443,356;0.40
Utah;09/21/2019;856;09/14/2019;5,868;1,443,356;0.41
Utah;09/28/2019;927;09/21/2019;5,913;1,443,356;0.41
Utah;10/05/2019;1,022;09/28/2019;5,814;1,443,356;0.40
Utah;10/12/2019;984;10/05/2019;5,779;1,454,279;0.40
Utah;10/19/2019;913;10/12/2019;5,842;1,454,279;0.40
Utah;10/26/2019;1,045;10/19/2019;5,985;1,454,279;0.41
Utah;11/02/2019;1,167;10/26/2019;6,184;1,454,279;0.43
Utah;11/09/2019;1,449;11/02/2019;6,449;1,454,279;0.44
Utah;11/16/2019;1,298;11/09/2019;6,864;1,454,279;0.47
Utah;11/23/2019;1,402;11/16/2019;7,360;1,454,279;0.51
Utah;11/30/2019;1,755;11/23/2019;7,783;1,454,279;0.54
Utah;12/07/2019;2,196;11/30/2019;8,628;1,454,279;0.59
Utah;12/14/2019;1,706;12/07/2019;9,750;1,454,279;0.67
Utah;12/21/2019;1,623;12/14/2019;9,881;1,454,279;0.68
Utah;12/28/2019;1,284;12/21/2019;10,416;1,454,279;0.72
Utah;01/04/2020;1,518;12/28/2019;11,328;1,454,279;0.78
Utah;01/11/2020;1,834;01/04/2020;11,787;1,459,679;0.81
Utah;01/18/2020;1,458;01/11/2020;12,061;1,459,679;0.83
Utah;01/25/2020;1,271;01/18/2020;12,061;1,459,679;0.83
Utah;02/01/2020;1,290;01/25/2020;11,872;1,459,679;0.81
Utah;02/08/2020;1,303;02/01/2020;12,187;1,459,679;0.83
Utah;02/15/2020;1,097;02/08/2020;12,131;1,459,679;0.83
Utah;02/22/2020;1,008;02/15/2020;11,960;1,459,679;0.82
Utah;02/29/2020;885;02/22/2020;11,451;1,459,679;0.78
Utah;03/07/2020;1,015;02/29/2020;11,077;1,459,679;0.76
Utah;03/14/2020;1,305;03/07/2020;10,701;1,459,679;0.73
Utah;03/21/2020;19,690;03/14/2020;10,826;1,459,679;0.74
Utah;03/28/2020;28,532;03/21/2020;24,635;1,459,679;1.69
Utah;04/04/2020;33,040;03/28/2020;45,161;1,459,679;3.09
Utah;04/11/2020;24,515;04/04/2020;72,798;1,474,336;4.94
Utah;04/18/2020;19,649;04/11/2020;88,281;1,474,336;5.99
Utah;04/25/2020;11,738;04/18/2020;89,495;1,474,336;6.07
Utah;05/02/2020;8,992;04/25/2020;92,872;1,474,336;6.30
Utah;05/09/2020;7,076;05/02/2020;91,591;1,474,336;6.21
Utah;05/16/2020;6,228;05/09/2020;86,298;1,474,336;5.85
Utah;05/23/2020;5,405;05/16/2020;82,054;1,474,336;5.57
Utah;05/30/2020;4,948;05/23/2020;79,316;1,474,336;5.38
Utah;06/06/2020;5,382;05/30/2020;78,145;1,474,336;5.30
Utah;06/13/2020;4,803;06/06/2020;75,383;1,474,336;5.11
Vermont;01/05/2019;699;12/29/2018;5,755;302,514;1.90
Vermont;01/12/2019;674;01/05/2019;5,718;302,240;1.89
Vermont;01/19/2019;576;01/12/2019;5,485;302,240;1.81
Vermont;01/26/2019;528;01/19/2019;5,307;302,240;1.76
Vermont;02/02/2019;692;01/26/2019;5,415;302,240;1.79
Vermont;02/09/2019;500;02/02/2019;5,353;302,240;1.77
Vermont;02/16/2019;479;02/09/2019;5,384;302,240;1.78
Vermont;02/23/2019;656;02/16/2019;5,183;302,240;1.71
Vermont;03/02/2019;845;02/23/2019;5,351;302,240;1.77
Vermont;03/09/2019;430;03/02/2019;5,445;302,240;1.80
Vermont;03/16/2019;641;03/09/2019;5,219;302,240;1.73
Vermont;03/23/2019;499;03/16/2019;5,147;302,240;1.70
Vermont;03/30/2019;397;03/23/2019;4,841;302,240;1.60
Vermont;04/06/2019;519;03/30/2019;4,675;302,240;1.55
Vermont;04/13/2019;698;04/06/2019;4,381;302,624;1.45
Vermont;04/20/2019;944;04/13/2019;4,399;302,624;1.45
Vermont;04/27/2019;663;04/20/2019;4,431;302,624;1.46
Vermont;05/04/2019;380;04/27/2019;3,875;302,624;1.28
Vermont;05/11/2019;434;05/04/2019;3,289;302,624;1.09
Vermont;05/18/2019;528;05/11/2019;3,179;302,624;1.05
Vermont;05/25/2019;430;05/18/2019;3,203;302,624;1.06
Vermont;06/01/2019;405;05/25/2019;3,000;302,624;0.99
Vermont;06/08/2019;312;06/01/2019;3,101;302,624;1.02
Vermont;06/15/2019;335;06/08/2019;2,789;302,624;0.92
Vermont;06/22/2019;837;06/15/2019;2,798;302,624;0.92
Vermont;06/29/2019;603;06/22/2019;3,092;302,624;1.02
Vermont;07/06/2019;538;06/29/2019;3,210;302,624;1.06
Vermont;07/13/2019;384;07/06/2019;3,484;302,699;1.15
Vermont;07/20/2019;262;07/13/2019;3,217;302,699;1.06
Vermont;07/27/2019;289;07/20/2019;3,157;302,699;1.04
Vermont;08/03/2019;296;07/27/2019;3,115;302,699;1.03
Vermont;08/10/2019;289;08/03/2019;3,081;302,699;1.02
Vermont;08/17/2019;321;08/10/2019;2,808;302,699;0.93
Vermont;08/24/2019;262;08/17/2019;2,986;302,699;0.99
Vermont;08/31/2019;205;08/24/2019;2,563;302,699;0.85
Vermont;09/07/2019;271;08/31/2019;1,930;302,699;0.64
Vermont;09/14/2019;240;09/07/2019;1,904;302,699;0.63
Vermont;09/21/2019;236;09/14/2019;1,799;302,699;0.59
Vermont;09/28/2019;249;09/21/2019;1,820;302,699;0.60
Vermont;10/05/2019;279;09/28/2019;1,836;302,699;0.61
Vermont;10/12/2019;308;10/05/2019;1,830;303,175;0.60
Vermont;10/19/2019;392;10/12/2019;1,830;303,175;0.60
Vermont;10/26/2019;369;10/19/2019;1,975;303,175;0.65
Vermont;11/02/2019;663;10/26/2019;2,044;303,175;0.67
Vermont;11/09/2019;636;11/02/2019;2,372;303,175;0.78
Vermont;11/16/2019;693;11/09/2019;2,707;303,175;0.89
Vermont;11/23/2019;621;11/16/2019;3,092;303,175;1.02
Vermont;11/30/2019;1,124;11/23/2019;2,976;303,175;0.98
Vermont;12/07/2019;977;11/30/2019;3,951;303,175;1.30
Vermont;12/14/2019;539;12/07/2019;3,569;303,175;1.18
Vermont;12/21/2019;895;12/14/2019;3,491;303,175;1.15
Vermont;12/28/2019;1,647;12/21/2019;3,937;303,175;1.30
Vermont;01/04/2020;680;12/28/2019;5,417;303,175;1.79
Vermont;01/11/2020;649;01/04/2020;5,609;303,508;1.85
Vermont;01/18/2020;755;01/11/2020;4,961;303,508;1.63
Vermont;01/25/2020;518;01/18/2020;4,986;303,508;1.64
Vermont;02/01/2020;481;01/25/2020;5,006;303,508;1.65
Vermont;02/08/2020;475;02/01/2020;4,824;303,508;1.59
Vermont;02/15/2020;543;02/08/2020;4,931;303,508;1.62
Vermont;02/22/2020;610;02/15/2020;4,872;303,508;1.61
Vermont;02/29/2020;863;02/22/2020;5,039;303,508;1.66
Vermont;03/07/2020;446;02/29/2020;5,219;303,508;1.72
Vermont;03/14/2020;659;03/07/2020;4,896;303,508;1.61
Vermont;03/21/2020;3,784;03/14/2020;4,810;303,508;1.58
Vermont;03/28/2020;14,633;03/21/2020;13,797;303,508;4.55
Vermont;04/04/2020;16,474;03/28/2020;21,953;303,508;7.23
Vermont;04/11/2020;9,662;04/04/2020;31,204;303,379;10.29
Vermont;04/18/2020;6,598;04/11/2020;64,313;303,379;21.20
Vermont;04/25/2020;5,117;04/18/2020;76,457;303,379;25.20
Vermont;05/02/2020;3,875;04/25/2020;60,535;303,379;19.95
Vermont;05/09/2020;2,913;05/02/2020;57,040;303,379;18.80
Vermont;05/16/2020;2,199;05/09/2020;55,103;303,379;18.16
Vermont;05/23/2020;1,552;05/16/2020;50,285;303,379;16.57
Vermont;05/30/2020;1,465;05/23/2020;46,316;303,379;15.27
Vermont;06/06/2020;1,650;05/30/2020;45,207;303,379;14.90
Vermont;06/13/2020;1,859;06/06/2020;43,338;303,379;14.29
Virgin Islands;01/05/2019;15;12/29/2018;506;34,873;1.45
Virgin Islands;01/12/2019;25;01/05/2019;506;33,503;1.51
Virgin Islands;01/19/2019;33;01/12/2019;624;33,503;1.86
Virgin Islands;01/26/2019;32;01/19/2019;448;33,503;1.34
Virgin Islands;02/02/2019;21;01/26/2019;642;33,503;1.92
Virgin Islands;02/09/2019;25;02/02/2019;586;33,503;1.75
Virgin Islands;02/16/2019;24;02/09/2019;630;33,503;1.88
Virgin Islands;02/23/2019;16;02/16/2019;508;33,503;1.52
Virgin Islands;03/02/2019;25;02/23/2019;652;33,503;1.95
Virgin Islands;03/09/2019;23;03/02/2019;440;33,503;1.31
Virgin Islands;03/16/2019;20;03/09/2019;546;33,503;1.63
Virgin Islands;03/23/2019;24;03/16/2019;426;33,503;1.27
Virgin Islands;03/30/2019;25;03/23/2019;596;33,503;1.78
Virgin Islands;04/06/2019;37;03/30/2019;364;33,503;1.09
