Error/Needs Review,record_id,policy_id,province,recorded_date,date_updated,date_start,date_end,policy_type,entry_type,event_description,type,type_sub_cat,type_text,correct_type,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,link,ISO_A3,ISO_A2
,9472417Em,9472417,Alabama,2020-06-24T14:02:52Z,2020-06-24,2020-04-04,2020-04-30,,new_entry,"Effective April 4 at 5 pm, essential retailers in Alabama shall take reasonable steps to comply with guidelines on sanitation from the Centers for Disease Control and Prevention and the Alabama Department of Public Health.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf,USA,US
,9031825Em,9031825,Mississippi,2020-06-24T20:38:10Z,2020-06-24,2020-06-10,2020-06-29,,new_entry,"Gov. Tate Reeves announced two new executive orders Wednesday as the state continues to combat the coronavirus.

The first order extends the safe-return order, which went into effect June 1, an extra two weeks. The second order gets all government employees back to work.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Voluntary/Recommended but No Penalties,https://www.wtva.com/content/news/Mississippi-extends-safe-return-order-gets-all-government-employees-back-to-work-571167161.htmlWT,USA,US
,8773417Em,8773417,Texas,2020-06-26T18:06:58Z,2020-06-26,2020-06-26,2020-07-15,,new_entry,"On June 26th, Governor Greg Abbott of the state of Texas in the United States announced an executive order closing bars and tubing and rafting services as well as lowering occupancy of indoor businesses to 50% starting on June 26th.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://gov.texas.gov/uploads/files/press/EO-GA-28_targeted_response_to_reopening_COVID-19.pdf,USA,US
,390525Em,390525,Alabama,2020-06-27T11:49:31Z,2020-06-27,2020-05-11,2020-07-03,,new_entry,"Effective May 11, all retail stores in Alabama shall limit occupancy to no more than 50 percent of the normal occupancy load as determined by the fire marshal.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,USA,US
,6349766Em,6349766,Alabama,2020-06-27T11:57:05Z,2020-06-27,2020-05-11,2020-07-03,,new_entry,"Effective May 11, employees of retail stores in Alabama may not knowingly allow customers or patrons to congregate within six feet of a person from another household.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,USA,US
,1824387Em,1824387,Alabama,2020-06-27T12:00:44Z,2020-06-27,2020-05-11,2020-07-03,,new_entry,"Effective May 11, retail stores in Alabama shall take reasonable steps to comply with guidelines on sanitation from the Centers for Disease Control and Prevention (CDC) and the Alabama Department of Public Health.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,USA,US
,7024409Em,7024409,South Dakota,2020-06-28T17:36:11Z,2020-06-28,2020-04-27,2020-05-31,Fewer Restrictions and/or Less Supply,new_entry,"In Rapid City, South Dakota, many businesses will reopen on April 27. At retail stores, hand sanitizer will be required throughout the store for public use. Capacity limits for grocery, retail, recreation and fitness businesses would be limited to one customer for every 200 square feet. In retail and grocery stores, plexiglass dividers between the cashier and customer will be required.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://rapidcityjournal.com/news/local/rapid-city-council-votes-7-2-to-reopen-businesses-with-restrictions/article_473bcf4f-1c87-522b-b170-ced2c9e10220.html#utm_source=rapidcityjournal.com&utm_campaign=%2Fnewsletter-templates%2Fdaily-headlines&utm_medium=PostUp&utm_content=06e0c91a5c4d8bdf74d18c52c3a4ea4921b85441,USA,US
,8015444Em,8015444,Alabama,2020-07-01T12:03:58Z,2020-07-01,2020-04-04,2020-04-30,,new_entry,"Effective April 4 at 5 pm, an employee of an essential retailer in Alabama may not knowingly allow customers or patrons to congregate within six feet of one another.",Restriction and Regulation of Businesses,Retail Businesses,NA,correction,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf,USA,US
,8320105Em,8320105,Arkansas,2020-07-02T09:47:30Z,2020-07-02,2020-05-18,2020-06-15,Fewer Restrictions and/or Less Supply,new_entry,"Arkansas allows all retailers to open starting May 18 with:

6ft social distancing
Hand sanitizer available
Cleaning surfaces
HYGIENE precautions",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://arkansasready.com/resources/retailers/,USA,US
,3118543Em,3118543,Arkansas,2020-07-02T10:15:29Z,2020-07-02,2020-06-15,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,Arkansas enters Phase 2 of its reopening plan; all restaurants/businesses are allowed to open at 66% capacity.,Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.thv11.com/article/life/arkansas-phase-2/91-770c9120-87a7-425d-a872-e4e687066e32,USA,US
,7122305Em,7122305,Pennsylvania,2020-07-05T07:02:05Z,2020-07-05,2020-05-08,2020-05-08,,update,"Pennsylvania ordered non-essential businesses to close on 19th March. Non-essential businesses have been allowed to under guidelines from 8th May into counties entering Yellow Phase. Businesses which are not allowed to open are Indoor Recreation, Health and Wellness Facilities and Personal Care Services (such as gyms, spas, hair salons, nail salons and other entities that provide massage therapy), and all Entertainment (such as casinos, theaters).",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.governor.pa.gov/newsroom/wolf-administration-updates-businesses-on-guidance-for-covid-19-mitigation-efforts/,USA,US
,4425407Em,4425407,Michigan,2020-07-05T09:38:43Z,2020-07-05,2020-06-04,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,"US state Michigan lifting non-essential business restrictions and allows retailers to open under conditions again from June 4, 2020.",Restriction and Regulation of Businesses,Retail Businesses,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-530627--,00.html",USA,US
,38455Eo,38455,Florida,2020-04-22T06:05:53Z,2020-04-22,2020-03-27,2020-07-15,More Restrictions and/or More Supply,new_entry,"United States, Florida Governor issues an executive order directing all persons who enter Florida from an area with substantial community spread, to include the State of Louisiana, to isolate or quarantine for a period of 14 days. 
Beginning March 27.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,All states outside Florida,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-86.pdf,USA,US
,9313096Eo,9313096,Colorado,2020-04-06T06:48:17Z,2020-04-06,2020-03-24,2020-04-26,More Restrictions and/or More Supply,new_entry,"United States, Colorado Governor issued a statewide ""stay at home"" order, requiring residents to avoid unnecessary travel or mingling with others outside their households. Beginning March 26 until April 11.",Quarantine,Self-Quarantine (i.e. quarantine at home),22,original,Colorado,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Fines,https://www.cpr.org/2020/03/25/polis-announces-statewide-stay-at-home-order/,USA,US
,6037547Eo,9313096,Colorado,2020-04-08T01:24:55Z,2020-04-08,2020-03-24,2020-04-26,More Restrictions and/or More Supply,update,"United States, Colorado Governor issued a statewide ""stay at home"" order, requiring residents to avoid unnecessary travel or mingling with others outside their households. Beginning March 26 until April 26.",Quarantine,Self-Quarantine (i.e. quarantine at home),30,original,Colorado,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory with Fines,https://www.cpr.org/2020/03/25/polis-announces-statewide-stay-at-home-order/,USA,US
,1606432Eo,1606432,Connecticut,2020-04-02T22:49:50Z,2020-04-02,2020-04-01,2020-07-15,More Restrictions and/or More Supply,new_entry,"""Any person coming into Connecticut by any mode of transportation for any reason is strongly urged to self-quarantine for 14 days"" in a statement on April 1st.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Connecticut,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,Voluntary/Recommended but No Penalties,http://www.qvhd.org/COVID19-UPDATES,USA,US
,2627803Eo,2627803,Delaware,2020-05-14T09:04:55Z,2020-05-14,2020-05-05,2020-05-08,Fewer Restrictions and/or Less Supply,update,"Delaware, United States
Below are the interim steps the Governor announced are effective at 8:00 a.m. on Friday, May 8:

    Small business retailers will be allowed to do business using curbside pickup as long as social distancing can be maintained.  These retailers include:
        Clothing stores
        Shoe stores
        Sporting goods, hobby, musical instruments
        Book, periodical, music stores
        Department stores
        Tobacco and Vape
        Other general merchandise
        Office supply, stationery, and gift stores
        Used merchandise stores
        Consumer goods rental
    Jewelry stores may do business by appointment only, and the Governor has instructed the Division of Small Business to consider additional changes like this for other similar retailers.
    Cosmetology: Hair care services only are permitted to be offered, and only to workers at essential businesses. Guidelines include:
        No more than two appointments at a time per location (and never more than the number of available staff, so just one for a sole proprietor). Need to leave 15 minutes between appointments for proper cleaning.
        Employees and customers must wear cloth face masks at all times, and customers must cancel appointments if they have any reason to believe they may be ill or may have come into contact with the virus.
        Staff must wear disposable gloves when providing services and must throw away gloves between customers and wash hands.
        Employer must require employees to report their temperature daily — above 99.5 means they are ineligible to work.
        Customer stations must be sanitized between use, along with any equipment used for the customer. In addition, any item a customer handles (like a magazine) must leave with the customer.
        Entrance door must remain locked to outside to prevent walk-ins.
    Other

        Golf carts allowed at courses for 1 rider at a time with proper cleaning between customers
        Drive-in movies are permitted, but patrons must remain inside vehicles and social distancing must be maintained at all times.
",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Delaware,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://news.delaware.gov/2020/03/22/governor-carney-issues-stay-at-home-order-for-delawareans/,USA,US
,6387109Eo,6387109,Florida,2020-04-08T03:42:49Z,2020-04-08,2020-04-01,2020-05-01,More Restrictions and/or More Supply,new_entry,"United States, Florida governor issues statewide, 30-day stay-at-home order on April 1",Quarantine,Self-Quarantine (i.e. quarantine at home),30,original,Florida,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory with Exceptions (Please list exceptions in the text entry),https://www.clickorlando.com/news/local/2020/04/01/coronavirus-florida-governor-issues-statewide-30-day-stay-at-home-order/,USA,US
,1355375Eo,1355375,Florida,2020-04-22T05:27:27Z,2020-04-22,2020-03-24,2020-07-15,More Restrictions and/or More Supply,new_entry,"United States, Florida Governor issues an executive order directing the State Surgeon General and State Health Officer to issue a public health advisory to persons that have a serious underlying medical condition that places them at high risk of severe illness from COVID-19, urging them to stay home and limit their risk of exposure. Begins March 24.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Florida,NA,NA,Other,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-83.pdf,USA,US
,3715839Eo,3715839,Georgia,2020-04-18T08:43:58Z,2020-04-18,2020-04-24,2020-04-06,More Restrictions and/or More Supply,new_entry,"United States, March 23, Georgia Governor signs an executive order that requires specific populations to shelter-in-place. This includes, persons living in a nursing home or long term care facility, persons who have chronic lung disease, persons currently undergoing cancer treatment and those included in Executive order 03.22.20.01, for a period of 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Georgia,NA,NA,Other,NA,Not Applicable,Mandatory (Unspecified/Implied),https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,USA,US
,4162862Eo,4162862,Georgia,2020-05-05T08:29:22Z,2020-05-05,2020-04-03,2020-04-30,More Restrictions and/or More Supply,update,"United States, April 2, Georgia Governor issues a state-wide shelter-in-place. Expires April 13.
Extended until April 30.",Quarantine,Self-Quarantine (i.e. quarantine at home),10,original,Georgia,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory with Exceptions (Please list exceptions in the text entry),https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,USA,US
,6686538Eo,232802,Hawaii,2020-05-05T06:50:19Z,2020-05-05,2020-04-30,2020-05-31,More Restrictions and/or More Supply,update,"Hawai'i, United States

HONOLULU – Gov. David Ige signed a 6th supplementary emergency proclamation extending the stay-at-home order across the state through May 31.",Quarantine,Self-Quarantine (i.e. quarantine at home),37,original,Hawai'i,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory with Fines,https://governor.hawaii.gov/newsroom/latest-news/governors-office-news-release-gov-ige-extends-stay-at-home-order-across-the-state-through-may-31/,USA,US
needs an end date ,8812848Eo,8812848,New Jersey,2020-04-21T08:53:54Z,2020-04-21,2020-03-03,2020-07-15,More Restrictions and/or More Supply,new_entry,"United States, February 3, New Jersey Department of Health recommends that persons traveled to Wuhan/Hubei Province in the past two weeks and have been in close contact with an individual confirmed with the virus, should voluntarily self quarantine for two weeks from their last exposure.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Hubei,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,Voluntary/Recommended but No Penalties,https://www.nj.gov/health/news/2020/approved/20200203a.shtml,USA,US
"Need new entry - self-quarantine continues past 7/1 for travelers from all states except RI, CT, NY, NJ, VT, NH, ME. https://www.mass.gov/info-details/travel-information-related-to-covid-19",7035154Eo,7035154,Massachusetts,2020-04-26T11:01:05Z,2020-04-26,2020-03-27,2020-07-01,More Restrictions and/or More Supply,new_entry,"Beginning March 27, all travelers arriving to Massachusetts are instructed to self-quarantine for 14 days. Visitors are instructed not to travel to Massachusetts if they are displaying symptoms.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Massachusetts,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,Mandatory (Unspecified/Implied),https://www.mass.gov/news/baker-polito-administration-announces-travel-guidelines-and-new-health-care-resources-to,USA,US
,5703088Eo,5703088,Michigan,2020-04-18T15:42:25Z,2020-04-18,2020-03-24,2020-04-13,More Restrictions and/or More Supply,new_entry,Michigan announced a stay-at-home order for three weeks.,Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Michigan,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Exceptions (Please list exceptions in the text entry),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-522625--,00.html",USA,US
,5823767Eo,5823767,Michigan,2020-04-19T11:56:41Z,2020-04-19,2020-04-09,2020-04-30,More Restrictions and/or More Supply,new_entry,Michigan extended a stay-at-home order and required all workers not required to sustain or protect life to stay at home.,Quarantine,Self-Quarantine (i.e. quarantine at home),22,original,Michigan,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Legal Penalties (Jail Time),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-525173--,00.html",USA,US
,7126177Eo,5823767,Michigan,2020-05-04T13:55:39Z,2020-05-04,2020-04-24,2020-04-30,More Restrictions and/or More Supply,update,Michigan rescinded a stay-at-home order (and issued a new one- which has been documented in several survey entries).,Quarantine,Self-Quarantine (i.e. quarantine at home),22,original,Michigan,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Legal Penalties (Jail Time),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-526894--,00.html",USA,US
,9194648Eo,9194648,Minnesota,2020-04-19T00:26:21Z,2020-04-19,2020-03-27,2020-05-03,More Restrictions and/or More Supply,new_entry,On March 25th the Governor of Minnesota issued a mass quarantine for Minnesota from March 27th to April 10th,Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Minnesota,NA,NA,All (Travelers + Residents),Inbound/Outbound,All kinds of transport,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://www.leg.state.mn.us/archive/execorders/20-20.pdf,USA,US
,9151888Eo,9194648,Minnesota,2020-04-19T00:33:32Z,2020-04-19,2020-04-08,2020-05-03,More Restrictions and/or More Supply,update,"The Governor of Minnesota issued an order extending the mass quarantine, extending the quarantine until May 3rd",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Minnesota,NA,NA,All (Travelers + Residents),Inbound/Outbound,All kinds of transport,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://www.leg.state.mn.us/archive/execorders/20-33.pdf,USA,US
,9671949Eo,9671949,Mississippi,2020-04-18T13:44:35Z,2020-04-18,2020-04-03,2020-04-27,More Restrictions and/or More Supply,new_entry,"""Gov. Tate Reeves issued a statewide ‘shelter-in-place’ order on April 1 to help slow the spread of coronavirus in Mississippi. The order began on Friday, April 3 at 5 p.m."" On April 17, Reeves extended the order to April 27, while loosening some restrictions.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Mississippi,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Fines,https://mspolicy.org/what-you-need-to-know-about-coronavirus-in-mississippi/,USA,US
potentially needs end date,3137613Eo,3137613,Hawaii,2020-04-03T10:35:49Z,2020-04-03,2020-02-26,2020-07-15,More Restrictions and/or More Supply,new_entry,"Hawai'i, United States
HONOLULU – Gov. David Y. Ige issued a second supplemental emergency proclamation ordering all individuals, both residents and visitors, arriving or returning to the State of Hawaiʻi to a mandatory 14-day self-quarantine. The mandate — the first such action in the nation — applies to all arrivals at state airports from the continental U.S. and international destinations and extends to other private and commercial aircrafts.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,"Flights,Cruises,Ferries",Mandatory with Fines,https://governor.hawaii.gov/newsroom/latest-news/governors-office-news-release-gov-ige-orders-mandatory-14-day-quarantine-for-all-individuals-arriving-or-returning-to-the-state-of-hawai%ca%bbi/,USA,US
,8543657Eo,8543657,Wyoming,2020-04-06T12:48:35Z,2020-04-06,2020-04-03,2020-04-30,More Restrictions and/or More Supply,new_entry,"The Governor of Wyoming issued on April 3rd directives for travelers to Wyoming stating they must self-quarantine for 14 days upon arrival, effective through April 30th",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,Mandatory (Unspecified/Implied),https://health.wyo.gov/wp-content/uploads/2020/04/Governors_Directive_for_individuals_to_Self-Quarantine.pdf,USA,US
end date needs review,1744369Eo,1744369,Idaho,2020-04-07T09:14:31Z,2020-04-07,2020-03-23,2020-07-15,More Restrictions and/or More Supply,new_entry,"Idaho, United States
If you have traveled to a place with high virus activity or been around someone with known exposure, STAY HOME or self-isolate for 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,All kinds of transport,Voluntary/Recommended but No Penalties,https://gov.idaho.gov/pressrelease/governor-little-rolls-out-latest-actions-to-further-prepare-idaho-for-coronavirus-ease-burdens-on-citizens/,USA,US
,7823377Eo,8727012,Rhode Island,2020-04-12T10:41:43Z,2020-04-12,2020-03-23,2020-06-01,More Restrictions and/or More Supply,update,"Rhode Island, United States
The following orders are extended until April 25:

- Domestic and international air travel: Anyone returning to Rhode Island from domestic or international travel by plane must self-quarantine for 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.ri.gov/press/view/38028,USA,US
end date needs review,247843Eo,247843,Montana,2020-04-12T19:01:35Z,2020-04-12,2020-03-19,2020-07-15,More Restrictions and/or More Supply,new_entry,"On Mar 19, Montana Gov. Bullock issued a travel advisory for Montanans who have traveled internationally to self-quarantine for 14 days after returning to Montana.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,All kinds of transport,Voluntary/Recommended but No Penalties,https://news.mt.gov/governor-bullock-issues-travel-advisory-to-slow-spread-of-covid-19,USA,US
,3368318Eo,8727012,Rhode Island,2020-04-13T03:17:01Z,2020-04-13,2020-04-25,2020-06-01,More Restrictions and/or More Supply,update,"Rhode Island, United States
- Travel: Anyone returning to Rhode Island from domestic or international travel by any mode of transportation must self-quarantine for 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.ri.gov/press/view/38091,USA,US
end date needs review,6344846Eo,6344846,Virginia,2020-04-18T04:00:44Z,2020-04-18,2020-03-17,2020-07-15,More Restrictions and/or More Supply,new_entry,"Virginia: (03.17.2020): ""Those with chronic health conditions or aged 65 or older should self-quarantine.""",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,Other,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.governor.virginia.gov/newsroom/all-releases/2020/march/headline-854487-en.html,USA,US
,5355262Eo,9216695,Alaska,2020-04-22T09:58:13Z,2020-04-22,2020-04-21,2020-06-05,More Restrictions and/or More Supply,update,"Alaska, United States
All people arriving in Alaska, whether resident, worker or visitor, are required to self-quarantine for 14 days and monitor for illness. Arriving residents and workers in self-quarantine, should work from home, unless you support critical infrastructure (see Attachment A).

***This mandate is in extended to May 19, 2020***",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,All kinds of transport,Mandatory with Fines,https://covid19.alaska.gov/health-mandates/,USA,US
end date needs review,9973457Eo,9973457,New York,2020-04-23T18:51:30Z,2020-04-23,2020-03-06,2020-07-15,More Restrictions and/or More Supply,new_entry,"On Mar 6, the New York State Department of Health Commissioner Doctor Howard Zucker announced Interim Containment Guidance regarding Precautionary Quarantine, Mandatory Quarantine and Mandatory Isolation
Applicable to all Local Health Departments (LHD)
Status for Required Mandatory Quarantine – Person has been in close contact (6 ft.) with someone who is positive, but is not displaying symptoms for COVID-19; or person has traveled to China, Iran, Japan, South Korea or Italy and is displaying symptoms of COVID019;
Status for Required Mandatory Isolation – Person has tested positive for COVID-19, whether or not displaying symptoms for COVID-19.
Status Required for Precautionary Quarantine- Person meets one or more of the following criteria: (i) has traveled to China, Iran, Japan, South Korea or Italy while COVID-19 was prevalent, but is not displaying symptoms; or (ii) is known to have had a proximate exposure to a positive person but has not had direct contact with a positive person and is not displaying symptoms. 
In addition, any person the LHD believes should be quarantined, not addressed here, the LHD should contact NYS DOH.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/Interim_Containment_Guidance_COVID-19.pdf#_blank,USA,US
,6577948Eo,6577948,Idaho,2020-04-29T09:45:02Z,2020-04-29,2020-03-25,2020-04-30,,new_entry,"Idaho, United States
Boise, Idaho – Following the guidance of Idaho’s public health experts, Governor Brad Little issued a statewide stay-home order today for all Idahoans.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,USA,US
,2660499Eo,6577948,Idaho,2020-04-29T09:57:28Z,2020-04-29,2020-04-15,2020-04-30,Fewer Restrictions and/or Less Supply,update,"Idaho, United States
Idahoans should continue to practice all the behaviors they have been doing since March 25, when Governor Little issued the 21-day order.

However, formerly “non-essential” facilities and services under the order may offer curbside and delivery services between now and April 30.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://gov.idaho.gov/pressrelease/governor-little-charts-path-to-prosperity-extends-statewide-stay-home-order-to-april-30-with-exceptions/,USA,US
,758189Eo,758189,West Virginia,2020-04-30T07:33:30Z,2020-04-30,2020-03-26,2020-07-15,,update,"United States, March 26, West Virginia Governor states that ""people coming from out-of-state, especially from Hot Zones like New York, “must self-quarantine for 14 days.”""",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines","https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-urges-West-Virginians-to-%E2%80%9Cstay-the-course,-stay-strong%E2%80%9D-in-face-of-pandemic;-appoints-Dr.-Cla.aspx",USA,US
,4110709Eo,4110709,Georgia,2020-05-06T01:37:18Z,2020-05-06,2020-05-01,2020-06-12,,update,"United States, Georgia Governor issues an executive order requiring residents at higher risk of severe illness to shelter-in-place. These residents are persons over 65 years of age, nursing home or long-term care facility residents, persons who have chronic lung disease, severe asthma, severe heart disease, are immunocompromised, have class III obesity or are diagnosed with diabetes, liver disease and persons with chronic kidney disease. Beginning May 1 until May 13. 

Extended until June 12.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,USA,US
,4390325Eo,4390325,Montana,2020-05-20T17:04:17Z,2020-05-20,2020-04-07,2020-04-24,,update,"On Mar 30, Montana Governor Steve Bullock directed that travelers arriving from another state or country to Montana for non-work-related purposes undergo a 14-day self-quarantine. The Directive applies both to Montana residents and non-residents entering the state for non-work-related purposes. It requires a self-quarantine for 14 days, or the duration of a non-work trip to Montana—whichever is shorter.
On April 7, the measure was extended through April 24.",Quarantine,Self-Quarantine (i.e. quarantine at home),14,original,NA,NA,NA,All (Travelers + Residents),Inbound,All kinds of transport,Mandatory (Unspecified/Implied),https://news.mt.gov/governor-bullock-directs-14-day-quarantine-for-travelers-arriving-in-montana-from-another-state-or-country,USA,US
,7217336Eo,7217336,Nevada,2020-05-21T11:12:34Z,2020-05-21,2020-05-09,2020-07-15,,new_entry,"Nevada, United States
Section 6:  	Pursuant to NRS 441A.180, persons testing positive for COVID-19 shall stay at home and ""self-quarantine"" for a minimum of two weeks, except as necessary to care for themselves or seek medical care. Persons determined to be in contact with an individual who tested positive for COVID-19 must quarantine and stay at home for two weeks, or until a negative test result has been received.",Quarantine,Self-Quarantine (i.e. quarantine at home),14,original,NA,NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied),Voluntary/Recommended but No Penalties",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,USA,US
,1116345Eo,1116345,Texas,2020-05-24T18:34:16Z,2020-05-24,2020-05-01,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,"On April 27, 2020 Texas Governor announced the eliminations of ""the mandatory 14-day quarantine period for individuals traveling from Louisiana. Under GA-20, the mandated 14-day quarantine for travelers from the following areas remains in place: California; Connecticut; New York; New Jersey; Washington; Atlanta, Georgia; Chicago, Illinois; Detroit, Michigan, and Miami, Florida.""
",Quarantine,Self-Quarantine (i.e. quarantine at home),14,original,NA,NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://gov.texas.gov/uploads/files/press/EO-GA-20_expanding_travel_without_restrictions_COVID-19.pdf,USA,US
