id,zip,always,frequently,sometimes,rarely,never,chance,e
4616,60620,0.55,0.2,0.16,0.05,0.03,0.33,4.01
4617,60453,0.84,0.08,0.07,0.0,0.01,0.74,4.7
4618,60804,0.68,0.23,0.07,0.0,0.02,0.59,4.5
4619,60482,0.77,0.12,0.06,0.01,0.03,0.6,4.52
4620,60803,0.71,0.08,0.17,0.04,0.0,0.49,4.33
4621,60463,0.78,0.08,0.08,0.0,0.04,0.57,4.47
4622,60044,0.71,0.17,0.05,0.05,0.02,0.54,4.42
4623,60402,0.69,0.22,0.06,0.0,0.03,0.58,4.49
4624,60457,0.64,0.26,0.04,0.05,0.01,0.54,4.41
4625,"62023,62069,62009",0.59,0.24,0.11,0.05,0.01,0.44,4.25
4626,"62690,62689",0.53,0.27,0.16,0.03,0.01,0.39,4.14
4627,62626,0.48,0.26,0.21,0.05,0.01,0.33,4.0
4628,60625,0.66,0.15,0.08,0.1,0.02,0.41,4.18
4629,62088,0.68,0.16,0.08,0.08,0.01,0.48,4.31
4630,"62685,62014",0.59,0.21,0.12,0.06,0.02,0.39,4.14
4631,62640,0.52,0.27,0.17,0.03,0.01,0.38,4.12
4632,60160,0.81,0.16,0.01,0.02,0.0,0.75,4.72
4633,60165,0.82,0.15,0.01,0.02,0.0,0.76,4.73
4634,61801,0.66,0.19,0.08,0.07,0.0,0.49,4.34
4635,60429,0.65,0.22,0.11,0.0,0.01,0.54,4.42
4636,60478,0.59,0.26,0.11,0.01,0.03,0.45,4.27
4637,60064,0.75,0.12,0.05,0.05,0.02,0.55,4.43
4638,60440,0.86,0.06,0.03,0.03,0.02,0.69,4.64
4639,60085,0.78,0.12,0.04,0.04,0.03,0.59,4.49
4640,60002,0.76,0.17,0.03,0.04,0.01,0.65,4.59
4641,62915,0.48,0.19,0.14,0.1,0.08,0.2,3.64
4642,"61361,61376",0.67,0.17,0.12,0.04,0.01,0.5,4.35
4643,61362,0.53,0.29,0.15,0.01,0.02,0.41,4.18
4644,61356,0.61,0.19,0.18,0.01,0.01,0.45,4.27
4645,61330,0.59,0.24,0.14,0.02,0.01,0.46,4.28
4646,61368,0.65,0.15,0.17,0.02,0.01,0.47,4.3
4647,61337,0.56,0.24,0.17,0.01,0.01,0.43,4.22
4648,62859,0.37,0.2,0.1,0.19,0.14,0.09,3.09
4649,"62829,62817",0.39,0.2,0.1,0.18,0.14,0.1,3.17
4650,62056,0.49,0.35,0.12,0.04,0.0,0.41,4.17
4651,62560,0.49,0.29,0.15,0.05,0.01,0.34,4.04
4652,"62049,62089",0.5,0.37,0.07,0.05,0.01,0.42,4.21
4653,60512,0.79,0.12,0.08,0.0,0.0,0.7,4.66
4654,"60545,60511",0.71,0.17,0.11,0.0,0.0,0.61,4.53
4655,"60560,60541,60536",0.75,0.14,0.11,0.0,0.0,0.64,4.58
4656,61605,0.56,0.24,0.11,0.04,0.04,0.37,4.1
4657,61615,0.58,0.25,0.1,0.03,0.04,0.4,4.17
4658,61607,0.55,0.23,0.12,0.05,0.04,0.35,4.06
4659,61525,0.59,0.26,0.09,0.03,0.04,0.42,4.21
4660,61547,0.53,0.22,0.14,0.08,0.03,0.32,3.98
4661,61602,0.57,0.24,0.11,0.04,0.05,0.37,4.1
4662,61936,0.51,0.29,0.09,0.09,0.01,0.35,4.05
4663,61614,0.58,0.25,0.09,0.03,0.04,0.4,4.16
4664,61529,0.6,0.27,0.08,0.04,0.01,0.48,4.32
4665,61536,0.58,0.25,0.1,0.05,0.02,0.41,4.19
4666,62060,0.59,0.15,0.11,0.03,0.12,0.28,3.87
4667,62040,0.5,0.22,0.09,0.08,0.1,0.23,3.72
4668,61238,0.51,0.24,0.05,0.09,0.11,0.23,3.73
4669,61443,0.76,0.08,0.05,0.06,0.05,0.48,4.32
4670,61254,0.49,0.29,0.03,0.12,0.07,0.26,3.81
4671,61413,0.47,0.12,0.14,0.13,0.13,0.13,3.33
4672,61241,0.55,0.3,0.06,0.02,0.08,0.37,4.09
4673,61611,0.57,0.24,0.1,0.03,0.05,0.38,4.12
4674,62544,0.55,0.27,0.09,0.07,0.02,0.39,4.13
4675,61756,0.54,0.31,0.07,0.06,0.02,0.42,4.2
4676,"61925,62549",0.51,0.28,0.1,0.08,0.02,0.34,4.04
4677,"62554,62501",0.53,0.3,0.08,0.07,0.01,0.39,4.14
4678,62551,0.59,0.27,0.09,0.04,0.02,0.47,4.29
4679,62513,0.58,0.26,0.09,0.05,0.02,0.43,4.22
4680,61603,0.57,0.25,0.1,0.03,0.05,0.38,4.13
4681,62535,0.56,0.29,0.08,0.05,0.02,0.43,4.21
4682,62522,0.56,0.28,0.09,0.06,0.02,0.42,4.2
4683,62526,0.56,0.29,0.09,0.05,0.02,0.42,4.2
4684,61920,0.43,0.22,0.17,0.07,0.12,0.17,3.51
4685,62440,0.42,0.22,0.18,0.06,0.11,0.17,3.52
4686,61770,0.47,0.21,0.15,0.05,0.11,0.21,3.67
4687,61732,0.63,0.18,0.09,0.05,0.04,0.4,4.17
4688,"61705,61745",0.52,0.2,0.09,0.07,0.11,0.23,3.73
4689,"61728,61730",0.51,0.22,0.14,0.05,0.08,0.26,3.82
4690,61752,0.48,0.22,0.11,0.07,0.13,0.2,3.61
4691,62441,0.45,0.25,0.1,0.07,0.13,0.19,3.59
4692,62420,0.44,0.21,0.11,0.11,0.13,0.15,3.42
4693,62442,0.44,0.21,0.11,0.1,0.13,0.15,3.42
4694,62012,0.58,0.13,0.14,0.09,0.06,0.28,3.88
4695,62063,0.55,0.18,0.13,0.05,0.1,0.26,3.81
4696,62022,0.59,0.09,0.16,0.15,0.02,0.26,3.83
4697,62557,0.69,0.16,0.05,0.04,0.06,0.44,4.25
4698,62027,0.36,0.29,0.13,0.03,0.18,0.13,3.35
4699,62044,0.57,0.19,0.1,0.03,0.11,0.29,3.9
4700,"62082,62663",0.56,0.16,0.13,0.04,0.11,0.26,3.8
4701,62016,0.49,0.25,0.08,0.02,0.15,0.22,3.69
4702,"61919,61942",0.51,0.24,0.13,0.07,0.05,0.3,3.93
4703,"61913,61911",0.62,0.15,0.1,0.06,0.06,0.35,4.06
4704,61953,0.62,0.19,0.09,0.06,0.03,0.41,4.18
4705,61704,0.56,0.2,0.09,0.06,0.09,0.28,3.87
4706,61761,0.57,0.2,0.08,0.06,0.08,0.3,3.92
4707,62205,0.75,0.07,0.05,0.01,0.11,0.41,4.19
4708,60431,0.78,0.07,0.04,0.04,0.07,0.48,4.32
4709,60404,0.77,0.09,0.05,0.04,0.04,0.54,4.41
4710,60451,0.84,0.07,0.07,0.02,0.0,0.71,4.67
4711,61701,0.57,0.2,0.09,0.06,0.09,0.29,3.9
4712,60644,0.73,0.09,0.07,0.02,0.09,0.42,4.21
4713,60181,0.81,0.14,0.02,0.03,0.0,0.72,4.68
4714,62992,0.4,0.24,0.17,0.08,0.11,0.16,3.45
4715,60586,0.71,0.13,0.11,0.03,0.02,0.52,4.39
4716,61820,0.66,0.19,0.08,0.07,0.0,0.5,4.35
4717,60626,0.66,0.22,0.07,0.01,0.04,0.5,4.36
4718,60148,0.83,0.14,0.02,0.0,0.0,0.8,4.78
4719,"61523,61526",0.6,0.27,0.06,0.04,0.03,0.45,4.25
4720,61604,0.57,0.25,0.1,0.04,0.04,0.38,4.13
4721,61616,0.58,0.25,0.1,0.03,0.05,0.39,4.15
4722,60534,0.76,0.13,0.11,0.0,0.0,0.64,4.58
4723,61822,0.67,0.2,0.08,0.06,0.0,0.51,4.37
4724,61753,0.58,0.21,0.08,0.07,0.07,0.32,3.97
4725,62293,0.61,0.2,0.08,0.1,0.02,0.38,4.11
4726,"62230,62219",0.61,0.11,0.1,0.05,0.13,0.25,3.78
4727,62627,0.54,0.18,0.17,0.06,0.05,0.29,3.89
4728,62618,0.41,0.19,0.2,0.09,0.12,0.14,3.38
4729,62691,0.49,0.18,0.2,0.07,0.06,0.23,3.74
4730,61231,0.64,0.21,0.08,0.05,0.02,0.45,4.27
4731,61442,0.53,0.23,0.14,0.03,0.07,0.31,3.94
4732,60910,0.48,0.24,0.11,0.12,0.05,0.24,3.76
4733,60546,0.69,0.17,0.11,0.0,0.02,0.55,4.44
4734,60155,0.8,0.11,0.06,0.02,0.01,0.67,4.61
4735,62828,0.37,0.23,0.1,0.17,0.14,0.1,3.15
4736,61065,0.62,0.2,0.15,0.01,0.02,0.47,4.31
4737,62279,0.55,0.2,0.19,0.05,0.0,0.37,4.09
4738,62298,0.53,0.25,0.2,0.02,0.0,0.4,4.17
4739,61048,0.5,0.22,0.13,0.09,0.05,0.26,3.82
4740,62617,0.38,0.13,0.34,0.04,0.11,0.13,3.31
4741,61567,0.27,0.14,0.43,0.02,0.14,0.08,3.01
4742,62226,0.77,0.16,0.04,0.02,0.01,0.65,4.59
4743,62260,0.75,0.17,0.04,0.04,0.0,0.65,4.58
4744,62258,0.8,0.13,0.03,0.03,0.01,0.67,4.62
4745,62254,0.77,0.15,0.02,0.05,0.01,0.63,4.56
4746,62204,0.78,0.09,0.04,0.01,0.08,0.51,4.36
4747,"62239,62206",0.71,0.12,0.04,0.11,0.02,0.44,4.24
4748,"61075,61001",0.43,0.18,0.26,0.08,0.05,0.2,3.61
4749,61085,0.54,0.16,0.18,0.08,0.03,0.29,3.91
4750,61036,0.46,0.17,0.21,0.13,0.03,0.21,3.65
4751,61025,0.45,0.17,0.2,0.15,0.03,0.19,3.59
4752,62207,0.75,0.11,0.04,0.05,0.05,0.49,4.34
4753,"61282,61244",0.55,0.29,0.07,0.01,0.08,0.36,4.07
4754,61866,0.65,0.19,0.08,0.08,0.0,0.46,4.27
4755,61874,0.66,0.19,0.08,0.06,0.0,0.5,4.35
4756,62644,0.28,0.13,0.47,0.02,0.1,0.09,3.12
4757,62664,0.32,0.1,0.11,0.03,0.44,0.02,2.29
4758,60056,0.75,0.15,0.05,0.04,0.01,0.6,4.51
4759,61550,0.58,0.21,0.13,0.03,0.05,0.37,4.09
4760,61734,0.5,0.18,0.2,0.04,0.08,0.25,3.79
4761,"61018,61019",0.6,0.28,0.06,0.03,0.04,0.45,4.26
4762,61060,0.58,0.24,0.06,0.08,0.04,0.37,4.09
4763,61032,0.67,0.22,0.02,0.06,0.03,0.49,4.34
4764,61201,0.63,0.2,0.06,0.03,0.07,0.4,4.16
4765,62926,0.44,0.21,0.16,0.09,0.11,0.17,3.52
4766,62906,0.46,0.2,0.16,0.08,0.1,0.19,3.57
4767,62952,0.45,0.21,0.16,0.08,0.09,0.19,3.59
4768,61473,0.59,0.23,0.11,0.04,0.04,0.4,4.17
4769,61462,0.51,0.29,0.15,0.02,0.04,0.36,4.07
4770,61832,0.53,0.27,0.09,0.1,0.02,0.34,4.02
4771,62675,0.55,0.17,0.13,0.05,0.09,0.27,3.84
4772,"62613,62642",0.53,0.17,0.14,0.04,0.12,0.22,3.71
4773,"61812,61844",0.59,0.22,0.08,0.11,0.01,0.38,4.12
4774,61834,0.53,0.27,0.08,0.1,0.02,0.34,4.04
4775,61865,0.5,0.32,0.05,0.12,0.02,0.33,4.01
4776,61833,0.53,0.25,0.09,0.1,0.02,0.34,4.02
4777,61846,0.5,0.18,0.16,0.13,0.03,0.24,3.75
4778,47982,0.5,0.32,0.07,0.1,0.03,0.33,4.01
4779,61883,0.53,0.22,0.12,0.11,0.02,0.31,3.95
4780,"61850,61841,61876",0.57,0.17,0.13,0.12,0.01,0.32,3.98
4781,61046,0.66,0.18,0.09,0.05,0.02,0.46,4.27
4782,61053,0.61,0.18,0.12,0.06,0.03,0.38,4.13
4783,"52070,61074",0.51,0.2,0.17,0.08,0.04,0.27,3.84
4784,60942,0.29,0.36,0.03,0.25,0.08,0.1,3.18
4785,"61358,61369",0.49,0.14,0.17,0.1,0.09,0.18,3.55
4786,62883,0.38,0.28,0.08,0.14,0.11,0.14,3.38
4787,62872,0.39,0.27,0.08,0.14,0.12,0.14,3.35
4788,62830,0.41,0.3,0.08,0.09,0.12,0.18,3.54
4789,62851,0.4,0.3,0.08,0.11,0.12,0.16,3.49
4790,62898,0.4,0.28,0.08,0.12,0.12,0.15,3.43
4791,"62816,62810",0.37,0.24,0.09,0.17,0.13,0.11,3.22
4792,62536,0.56,0.24,0.15,0.03,0.02,0.4,4.17
4793,62864,0.39,0.28,0.08,0.12,0.13,0.15,3.4
4794,60543,0.86,0.09,0.05,0.0,0.0,0.8,4.78
4795,62091,0.63,0.22,0.09,0.05,0.01,0.48,4.32
4796,62704,0.57,0.23,0.16,0.03,0.02,0.41,4.18
4797,61401,0.49,0.25,0.2,0.03,0.03,0.32,3.97
4798,"61428,61489,61458",0.49,0.29,0.16,0.03,0.03,0.34,4.03
4799,61430,0.49,0.25,0.2,0.03,0.03,0.31,3.97
4800,61410,0.53,0.27,0.15,0.02,0.03,0.39,4.14
4801,"61485,61467,61414",0.51,0.17,0.21,0.05,0.06,0.25,3.79
4802,61448,0.48,0.24,0.21,0.03,0.04,0.3,3.92
4803,62656,0.56,0.11,0.25,0.05,0.04,0.29,3.91
4804,62539,0.62,0.21,0.11,0.05,0.01,0.45,4.26
4805,62629,0.56,0.24,0.15,0.03,0.02,0.41,4.18
4806,62702,0.57,0.23,0.16,0.03,0.02,0.41,4.17
4807,62806,0.2,0.31,0.25,0.15,0.08,0.08,3.04
4808,62563,0.55,0.24,0.16,0.04,0.02,0.38,4.13
4809,62670,0.57,0.23,0.15,0.03,0.02,0.4,4.17
4810,62561,0.56,0.23,0.16,0.04,0.02,0.39,4.15
4811,"62703,62712",0.56,0.23,0.16,0.03,0.02,0.4,4.17
4812,62707,0.57,0.23,0.16,0.03,0.02,0.4,4.17
4813,"62684,62693",0.56,0.22,0.16,0.03,0.02,0.39,4.13
4814,62701,0.56,0.23,0.16,0.03,0.02,0.41,4.17
4815,62615,0.55,0.25,0.15,0.03,0.02,0.4,4.17
4816,62844,0.23,0.3,0.22,0.15,0.1,0.08,3.05
4817,62530,0.55,0.25,0.15,0.03,0.02,0.39,4.14
4818,62994,0.47,0.3,0.13,0.06,0.04,0.3,3.94
4819,62966,0.5,0.21,0.15,0.07,0.06,0.26,3.81
4820,62958,0.5,0.18,0.16,0.08,0.08,0.23,3.72
4821,"61520,61563",0.43,0.2,0.33,0.03,0.01,0.26,3.81
4822,61531,0.58,0.27,0.1,0.03,0.01,0.46,4.28
4823,61542,0.3,0.15,0.5,0.02,0.03,0.14,3.4
4824,61427,0.36,0.17,0.45,0.01,0.01,0.2,3.61
4825,61477,0.45,0.16,0.33,0.04,0.02,0.24,3.76
4826,61431,0.56,0.21,0.19,0.03,0.01,0.39,4.15
4827,61501,0.37,0.16,0.37,0.04,0.07,0.15,3.42
4828,"62849,62853",0.39,0.32,0.09,0.1,0.09,0.19,3.58
4829,62882,0.41,0.29,0.1,0.09,0.11,0.18,3.54
4830,62854,0.39,0.31,0.14,0.1,0.07,0.19,3.61
4831,62881,0.4,0.31,0.11,0.1,0.09,0.19,3.59
4832,61436,0.49,0.25,0.2,0.03,0.03,0.32,3.98
4833,60558,0.78,0.15,0.06,0.01,0.0,0.7,4.65
4834,60473,0.61,0.21,0.09,0.05,0.02,0.42,4.21
4835,60523,0.71,0.16,0.11,0.01,0.0,0.6,4.51
4836,61928,0.39,0.22,0.24,0.04,0.1,0.17,3.49
4837,60126,0.75,0.18,0.03,0.04,0.0,0.64,4.57
4838,60143,0.68,0.16,0.11,0.0,0.05,0.47,4.31
4839,60191,0.68,0.17,0.1,0.0,0.05,0.5,4.35
4840,60131,0.75,0.25,0.0,0.0,0.0,0.76,4.73
4841,60004,0.74,0.17,0.03,0.02,0.04,0.56,4.46
4842,60005,0.67,0.25,0.05,0.02,0.0,0.6,4.52
4843,60501,0.76,0.15,0.06,0.03,0.01,0.62,4.54
4844,60438,0.68,0.19,0.09,0.03,0.0,0.56,4.45
4845,60022,0.87,0.07,0.01,0.05,0.0,0.73,4.7
4846,60093,0.82,0.09,0.01,0.08,0.0,0.64,4.57
4847,60304,0.8,0.16,0.01,0.0,0.03,0.7,4.65
4848,60406,0.65,0.2,0.11,0.02,0.02,0.51,4.36
4849,60459,0.68,0.23,0.03,0.01,0.05,0.54,4.41
4850,60430,0.69,0.19,0.11,0.01,0.01,0.57,4.46
4851,60714,0.66,0.24,0.09,0.0,0.0,0.6,4.51
4852,60475,0.73,0.09,0.08,0.04,0.06,0.44,4.25
4853,60443,0.71,0.16,0.06,0.01,0.05,0.51,4.38
4854,60043,0.75,0.17,0.04,0.03,0.01,0.63,4.57
4855,60091,0.76,0.17,0.04,0.02,0.01,0.65,4.58
4856,60068,0.71,0.24,0.04,0.0,0.0,0.69,4.64
4857,61364,0.57,0.19,0.09,0.12,0.03,0.31,3.96
4858,60062,0.83,0.11,0.03,0.0,0.04,0.69,4.64
4859,60025,0.81,0.12,0.07,0.0,0.0,0.74,4.71
4860,60661,0.7,0.17,0.12,0.01,0.0,0.58,4.48
4861,60623,0.66,0.13,0.17,0.01,0.03,0.44,4.24
4862,61350,0.54,0.3,0.12,0.03,0.01,0.42,4.2
4863,61348,0.52,0.3,0.13,0.03,0.02,0.38,4.13
4864,61342,0.55,0.32,0.1,0.01,0.02,0.45,4.26
4865,61301,0.52,0.32,0.12,0.01,0.02,0.42,4.2
4866,"61377,61334",0.54,0.22,0.11,0.09,0.04,0.31,3.96
4867,61360,0.58,0.23,0.14,0.03,0.02,0.42,4.19
4868,61341,0.57,0.25,0.13,0.04,0.01,0.42,4.2
4869,60518,0.57,0.31,0.08,0.02,0.02,0.48,4.31
4870,60470,0.57,0.19,0.09,0.13,0.02,0.32,3.98
4871,60629,0.72,0.1,0.15,0.02,0.01,0.52,4.38
4872,60026,0.77,0.14,0.09,0.0,0.0,0.67,4.62
4873,60628,0.58,0.16,0.09,0.09,0.07,0.28,3.88
4874,60958,0.4,0.26,0.13,0.18,0.04,0.17,3.5
4875,60901,0.5,0.24,0.1,0.1,0.05,0.26,3.82
4876,60941,0.5,0.23,0.09,0.11,0.06,0.25,3.79
4877,60940,0.65,0.25,0.06,0.03,0.01,0.55,4.44
4878,60915,0.52,0.24,0.1,0.09,0.05,0.29,3.9
4879,61554,0.54,0.21,0.16,0.05,0.04,0.32,3.99
4880,61606,0.57,0.25,0.1,0.03,0.05,0.38,4.12
4881,62821,0.33,0.24,0.09,0.14,0.2,0.07,2.97
4882,61326,0.52,0.27,0.16,0.02,0.02,0.38,4.13
4883,"61327,61560",0.54,0.23,0.18,0.03,0.02,0.38,4.12
4884,61951,0.37,0.24,0.24,0.06,0.09,0.16,3.47
4885,62983,0.43,0.21,0.13,0.14,0.08,0.16,3.47
4886,"62819,62865",0.41,0.22,0.12,0.16,0.09,0.14,3.4
4887,60612,0.8,0.14,0.03,0.0,0.02,0.72,4.68
4888,60637,0.74,0.13,0.1,0.01,0.02,0.59,4.49
4889,"62353,62378",0.39,0.2,0.14,0.1,0.18,0.1,3.16
4890,60074,0.77,0.16,0.04,0.01,0.02,0.64,4.57
4891,60107,0.62,0.13,0.15,0.06,0.04,0.35,4.05
4892,60610,0.63,0.26,0.06,0.03,0.02,0.52,4.38
4893,62681,0.41,0.2,0.16,0.1,0.14,0.13,3.34
4894,62949,0.46,0.2,0.14,0.12,0.08,0.19,3.58
4895,62948,0.45,0.19,0.14,0.13,0.09,0.17,3.51
4896,60660,0.81,0.13,0.03,0.02,0.01,0.72,4.68
4897,60018,0.67,0.26,0.03,0.03,0.0,0.61,4.53
4898,60305,0.78,0.15,0.04,0.01,0.02,0.67,4.61
4899,61856,0.73,0.18,0.05,0.04,0.0,0.61,4.53
4900,62959,0.47,0.17,0.14,0.12,0.1,0.17,3.5
4901,62902,0.49,0.17,0.15,0.09,0.1,0.19,3.6
4902,62951,0.44,0.19,0.13,0.15,0.1,0.15,3.4
4903,62922,0.48,0.17,0.14,0.11,0.11,0.17,3.51
4904,62294,0.76,0.17,0.06,0.0,0.01,0.67,4.62
4905,62010,0.58,0.27,0.1,0.03,0.01,0.46,4.27
4906,62002,0.58,0.2,0.15,0.05,0.02,0.37,4.11
4907,60053,0.75,0.21,0.04,0.0,0.01,0.69,4.64
4908,62025,0.71,0.15,0.05,0.06,0.02,0.51,4.38
4909,60171,0.69,0.21,0.06,0.01,0.04,0.55,4.44
4910,"60435,60403",0.76,0.1,0.05,0.02,0.08,0.48,4.32
4911,62265,0.75,0.14,0.04,0.06,0.02,0.56,4.45
4912,62231,0.49,0.18,0.1,0.05,0.18,0.16,3.48
4913,62245,0.66,0.12,0.07,0.04,0.11,0.32,3.98
4914,60514,0.74,0.14,0.1,0.02,0.0,0.61,4.54
4915,60634,0.79,0.12,0.04,0.02,0.02,0.64,4.58
4916,60048,0.74,0.12,0.05,0.03,0.06,0.5,4.36
4917,60624,0.72,0.13,0.09,0.03,0.03,0.52,4.39
4918,"61275,61257,61242",0.41,0.37,0.07,0.03,0.12,0.23,3.74
4919,52728,0.6,0.21,0.06,0.07,0.06,0.36,4.07
4920,61256,0.48,0.33,0.09,0.01,0.09,0.31,3.96
4921,61281,0.6,0.21,0.06,0.07,0.06,0.35,4.05
4922,60914,0.55,0.25,0.1,0.07,0.04,0.35,4.05
4923,60950,0.61,0.26,0.08,0.03,0.02,0.49,4.33
4924,60472,0.62,0.16,0.13,0.03,0.06,0.37,4.11
4925,60445,0.68,0.1,0.08,0.05,0.1,0.34,4.03
4926,60827,0.65,0.16,0.11,0.06,0.03,0.42,4.2
4927,60615,0.79,0.15,0.06,0.0,0.01,0.71,4.67
4928,60461,0.67,0.19,0.1,0.02,0.03,0.5,4.36
4929,60452,0.74,0.13,0.07,0.03,0.03,0.55,4.43
4930,60469,0.52,0.2,0.22,0.01,0.05,0.31,3.95
4931,60639,0.95,0.02,0.01,0.0,0.01,0.91,4.9
4932,60415,0.8,0.12,0.06,0.01,0.02,0.67,4.61
4933,60633,0.65,0.13,0.07,0.13,0.02,0.36,4.07
4934,60130,0.78,0.14,0.04,0.01,0.03,0.64,4.57
4935,60654,0.74,0.21,0.04,0.01,0.0,0.7,4.66
4936,62062,0.8,0.14,0.03,0.01,0.02,0.7,4.66
4937,62249,0.6,0.15,0.16,0.06,0.03,0.34,4.04
4938,60455,0.69,0.23,0.05,0.02,0.02,0.58,4.48
4939,60525,0.74,0.21,0.02,0.03,0.0,0.67,4.61
4940,60164,0.78,0.18,0.02,0.02,0.0,0.73,4.69
4941,60007,0.59,0.21,0.14,0.0,0.06,0.38,4.12
4942,60173,0.6,0.22,0.17,0.01,0.0,0.48,4.31
4943,60613,0.82,0.17,0.01,0.0,0.0,0.81,4.79
4944,60476,0.63,0.2,0.09,0.06,0.02,0.44,4.24
4945,60465,0.66,0.27,0.03,0.03,0.02,0.56,4.46
4946,60153,0.85,0.08,0.01,0.05,0.01,0.7,4.66
4947,60195,0.71,0.2,0.05,0.04,0.01,0.59,4.5
4948,60169,0.83,0.11,0.02,0.03,0.0,0.73,4.7
4949,"61006,60553",0.56,0.21,0.14,0.06,0.02,0.37,4.09
4950,61021,0.68,0.21,0.04,0.06,0.01,0.53,4.4
4951,"61031,61324",0.64,0.23,0.06,0.06,0.02,0.48,4.32
4952,"61353,61378",0.57,0.29,0.08,0.05,0.02,0.45,4.25
4953,"61310,61367",0.62,0.25,0.07,0.04,0.02,0.49,4.33
4954,60176,0.73,0.23,0.03,0.01,0.0,0.69,4.64
4955,60657,0.67,0.18,0.08,0.03,0.04,0.48,4.32
4956,60631,0.76,0.17,0.05,0.0,0.02,0.65,4.59
4957,60645,0.66,0.21,0.11,0.0,0.02,0.53,4.4
4958,61008,0.67,0.26,0.04,0.0,0.03,0.57,4.47
4959,60447,0.69,0.18,0.04,0.07,0.02,0.48,4.32
4960,60490,0.71,0.16,0.05,0.01,0.07,0.48,4.32
4961,60503,0.81,0.15,0.02,0.02,0.01,0.74,4.7
4962,60442,0.71,0.15,0.11,0.01,0.02,0.55,4.43
4963,60103,0.7,0.2,0.05,0.01,0.04,0.54,4.41
4964,60659,0.71,0.11,0.15,0.02,0.01,0.52,4.39
4965,60652,0.78,0.11,0.04,0.01,0.06,0.56,4.45
4966,60067,0.7,0.14,0.08,0.05,0.02,0.49,4.34
4967,60441,0.78,0.15,0.06,0.01,0.01,0.68,4.63
4968,60468,0.65,0.25,0.07,0.01,0.02,0.55,4.44
4969,60481,0.65,0.2,0.03,0.04,0.08,0.4,4.17
4970,60532,0.73,0.16,0.08,0.02,0.0,0.62,4.54
4971,60527,0.8,0.11,0.09,0.0,0.0,0.7,4.65
4972,60630,0.76,0.18,0.02,0.02,0.01,0.68,4.63
4973,61103,0.65,0.21,0.07,0.04,0.04,0.46,4.28
4974,"60604,60602,60606",0.71,0.14,0.13,0.02,0.0,0.55,4.44
4975,60607,0.7,0.15,0.11,0.0,0.03,0.52,4.39
4976,60140,0.71,0.15,0.05,0.0,0.09,0.46,4.28
4977,60542,0.7,0.22,0.03,0.04,0.01,0.59,4.5
4978,60538,0.73,0.17,0.06,0.03,0.0,0.62,4.55
4979,60101,0.79,0.12,0.08,0.0,0.0,0.7,4.66
4980,60088,0.72,0.14,0.05,0.06,0.02,0.52,4.39
4981,60641,0.87,0.11,0.0,0.0,0.02,0.81,4.79
4982,62285,0.78,0.15,0.05,0.02,0.0,0.68,4.62
4983,60301,0.81,0.17,0.01,0.0,0.01,0.76,4.74
4984,62048,0.6,0.27,0.05,0.04,0.05,0.43,4.22
4985,62220,0.77,0.16,0.04,0.03,0.01,0.66,4.61
4986,60564,0.79,0.14,0.06,0.0,0.01,0.69,4.64
4987,62236,0.8,0.12,0.04,0.04,0.0,0.68,4.63
4988,60619,0.87,0.11,0.01,0.0,0.0,0.84,4.83
4989,60070,0.74,0.18,0.05,0.01,0.02,0.62,4.54
4990,60616,0.72,0.16,0.05,0.02,0.04,0.53,4.4
4991,60448,0.72,0.08,0.14,0.06,0.0,0.49,4.33
4992,60446,0.6,0.28,0.1,0.0,0.02,0.5,4.36
4993,60123,0.82,0.1,0.04,0.02,0.01,0.7,4.65
4994,60175,0.75,0.2,0.05,0.0,0.0,0.7,4.66
4995,60510,0.71,0.23,0.01,0.02,0.03,0.61,4.53
4996,60124,0.87,0.11,0.02,0.01,0.0,0.83,4.81
4997,60177,0.85,0.12,0.02,0.01,0.0,0.8,4.78
4998,"60118,60136",0.8,0.08,0.11,0.0,0.0,0.68,4.63
4999,60108,0.78,0.17,0.05,0.0,0.0,0.73,4.7
5000,61111,0.68,0.22,0.06,0.03,0.02,0.54,4.43
5001,61088,0.57,0.2,0.12,0.03,0.08,0.31,3.96
5002,62031,0.4,0.37,0.08,0.03,0.12,0.22,3.71
5003,62052,0.54,0.18,0.11,0.07,0.1,0.24,3.77
5004,61063,0.52,0.22,0.11,0.02,0.13,0.25,3.78
5005,61102,0.64,0.15,0.14,0.03,0.04,0.4,4.16
5006,61073,0.68,0.23,0.05,0.02,0.02,0.57,4.47
5007,61016,0.71,0.11,0.09,0.03,0.06,0.45,4.26
5008,"61024,61079",0.58,0.24,0.11,0.04,0.03,0.41,4.18
5009,61080,0.64,0.29,0.04,0.02,0.01,0.58,4.49
5010,61104,0.65,0.15,0.13,0.03,0.03,0.43,4.23
5011,61108,0.72,0.16,0.1,0.01,0.01,0.58,4.49
5012,60185,0.77,0.14,0.09,0.0,0.0,0.67,4.61
5013,60555,0.66,0.26,0.07,0.01,0.01,0.59,4.49
5014,60563,0.63,0.27,0.07,0.02,0.02,0.53,4.41
5015,61115,0.65,0.22,0.06,0.03,0.03,0.49,4.34
5016,60134,0.7,0.22,0.01,0.06,0.01,0.59,4.49
5017,62225,0.81,0.12,0.03,0.02,0.01,0.7,4.66
5018,61109,0.69,0.08,0.11,0.04,0.08,0.37,4.1
5019,61101,0.64,0.22,0.05,0.05,0.04,0.45,4.26
